"clean_data.pseudoX","y","z","rho"
12.853,7.848,193.64,587.248
13.183,8.518,194.068,487.026
13.41,8.96,194.355,356.908
13.832,9.802,194.827,433.811
2.435,4.545,193.242,854.147
2.758,5.207,193.61,658.296
3.09,5.888,194.009,950.672
3.435,6.558,194.153,521.729
3.777,7.22,194.024,578.837
4.112,7.885,193.669,408.112
4.327,8.338,193.449,715.153
4.628,9.002,193.142,672.31
5.345,10.523,192.679,551.62
6.732,13.258,191.848,492.38
6.43,12.665,191.901,785.522
7.945,15.782,193.854,1267.658
8.467,16.852,194.797,832.361
8.778,17.482,195.358,1087.901
9.123,18.14,195.744,936.646
9.455,18.792,195.831,499.051
9.765,19.458,195.83,167.856
10.1,20.093,195.664,105.11
10.31,20.5,195.627,5.639
19.375,20.62,188.134,18.225
25.152,32.172,192.529,108.162
23.622,24.767,188.92,41.587
23.015,19.265,189.095,6.78
26.252,25.745,193.466,268.238
28.022,29.05,194.738,82.001
29.085,31.078,194.053,210.004
29.692,32.337,193.28,138.241
27.155,22.65,189.506,166.719
8.485,-1.465,190.109,98.569
11.312,4.235,188.946,252.811
14.972,11.625,185.807,15.347
13.997,5.177,187.744,414.57
11.492,-4.268,192.13,399.218
13.022,-1.148,191.268,579.621
14.19,1.227,190.577,430.284
16.305,5.465,189.573,128.736
16.305,23.298,189.112,34.828
19.782,30.195,193.911,626.899
21.17,32.86,194.343,50.699
22.472,35.565,193.769,186.821
19.702,25.648,188.96,84.205
18.89,19.71,187.906,5.44
22.137,26.468,192.87,115.1
23.565,29.225,195.132,268.356
24.658,31.07,195.693,167.845
25.205,32.053,195.701,70.71
19.482,20.877,187.662,9.664
24.865,31.485,192.589,105.804
22.56,18.358,187.912,6.224
25.72,24.882,192.511,216.189
27.287,27.785,194.254,945.551
28.465,29.845,194.403,162.051
29.29,31.487,193.921,264.115
26.928,22.168,189.264,141.733
5.985,2.888,192.29,439.56
8.678,8.398,191.156,520.945
11.952,14.883,188.029,11.985
11.312,9.07,189.063,545.053
8.45,-1.022,193.257,686.503
8.755,-0.327,193.636,728.752
8.972,0.113,193.887,459.989
9.418,0.985,194.155,532.793
9.875,1.87,193.92,471.516
14.383,20.078,195.077,7.601
18.197,27.64,193.06,26.349
18.273,19.323,197.169,31.664
2.785,5.22,193.127,849.733
3.215,6.11,193.631,543.367
3.56,6.78,194.028,661.438
3.898,7.442,194.16,498.693
4.232,8.108,194.06,873.455
4.572,8.783,193.715,536.636
4.775,9.23,193.502,608.04
4.97,9.665,193.306,636.486
5.59,10.968,192.945,584.639
6.445,12.705,192.324,943.337
3.547,6.78,192.57,818.375
4.215,8.113,193.335,672.429
4.553,8.775,193.717,418.689
4.888,9.44,194.107,354.038
5.228,10.115,194.269,484.193
5.528,10.78,194.2,342.916
5.85,11.45,193.904,295.983
6.062,11.905,193.777,1182.884
7.002,13.805,193.23,1069.001
19.897,21.728,187.784,67.673
25.242,32.323,192.321,31.612
26.055,33.995,191.893,212.398
23.355,20.018,188.845,77.549
27.145,27.62,193.913,756.618
28.342,29.693,194.399,1972.67
29.188,31.278,193.965,179.563
29.88,32.752,193.304,402.621
10.545,20.725,191.582,11.264
13.552,26.778,196.103,142.967
14.528,28.61,197.901,962.585
14.888,29.24,198.351,1168.731
15.195,29.89,198.71,752.173
15.515,30.555,198.801,1074.273
15.823,31.178,198.346,2109.58
16.102,31.76,197.65,1730.261
16.315,32.132,197.216,1326.532
16.532,32.515,196.792,750.907
7.532,5.987,191.905,2619.347
8.835,8.65,192.599,495.321
13.392,17.76,189.873,44.005
13.168,12.855,189.541,365.501
11.185,4.54,193.029,546.66
11.845,5.877,193.79,335.081
12.172,6.537,194.193,535.178
12.502,7.207,194.377,344.139
12.835,7.875,194.308,789.345
14.333,19.488,191.073,265.47
17.7,26.17,195.533,413.081
19.183,29.07,196.661,422.866
20.595,31.99,195.228,178.471
18.248,22.84,190.502,430.061
17.73,17.558,191.573,17.429
20.977,24.315,196.536,433.736
21.755,25.725,197.853,1260.408
22.177,26.33,198.228,1210.412
22.532,27.022,198.552,1109.748
9.955,1.398,190.26,179.973
15.337,7.822,187.861,440.445
12.947,-1.4,192.232,618.162
15.657,4.092,191.379,921.92
16.872,6.678,190.825,474.571
19.865,12.588,187.29,6.244
18.837,5.73,188.269,651.111
3.875,7.442,192.504,841.356
4.642,8.995,193.389,667.155
4.985,9.657,193.765,516.959
5.325,10.332,194.175,788.246
5.638,11.003,194.339,363.944
5.96,11.672,194.281,552.765
6.27,12.345,194.061,680.784
6.775,13.392,193.882,649.824
7.425,14.71,193.297,918.476
5.442,1.78,192.336,409.229
7.292,5.537,191.466,547.034
8.782,8.6,190.516,336.077
11.735,14.432,187.422,5.794
10.957,8.415,188.936,650.258
8.203,-1.45,193.992,952.737
8.53,-0.775,194.121,533.036
8.865,-0.115,194.012,502.58
9.2,0.545,193.655,462.161
10.6,20.922,191.076,47.688
13.608,26.975,195.597,118.049
14.818,29.258,197.676,1226.179
15.287,30.103,198.246,1045.367
15.607,30.768,198.567,924.575
15.902,31.395,198.461,1336.581
16.183,31.977,197.997,40.298
16.488,32.562,197.329,1307.731
16.705,32.945,196.905,824.694
16.915,33.34,196.463,134.594
12.2,24.115,187.242,6.229
15.207,30.167,191.764,59.913
16.755,33.147,194.24,496.665
17.715,35.025,194.962,199.373
18.422,36.44,195.127,139.251
18.742,37.015,195.133,28.801
18.922,37.4,195.116,35.491
19.212,38.042,195.303,107.783
19.51,38.732,195.379,64.371
16.755,28.867,189.692,80.485
17.155,15.972,187.814,23.678
15.983,9.162,188.072,179.579
14.023,0.828,192.016,481.392
15.547,3.952,192.347,140.724
17.208,7.423,191.836,1037.203
20.31,13.49,189.143,11.436
19.41,6.835,189.285,342.687
17.282,-1.968,192.958,662.571
20.118,21.822,191.315,44.377
19.25,15.707,189.489,8.348
18.13,9.102,191.937,78.323
20.48,13.92,194.207,43.182
23.428,14.927,190.562,20.827
22.29,8.072,193.176,174.239
20.645,18.58,190.704,3.091
19.852,12.65,193.348,15.557
21.483,16.065,194.76,1.923
24.602,21.863,193.01,3.573
22.087,7.595,192.499,15.735
11.562,4.725,190.284,94.588
16.163,13.92,189.443,146.785
16.377,9.895,189.623,277.224
15.222,3.288,192.297,324.427
18.2,9.373,191.988,227.259
20.465,13.768,189.854,11.163
19.873,7.752,189.649,262.84
17.96,-0.653,192.756,620.393
16.848,15.48,191.1,431.827
21.212,24.178,193.175,339.528
23.407,28.487,192.414,2669.323
20.56,18.378,190.219,272.754
24.218,21.525,196.703,601.622
26.562,25.84,194.552,587.793
24.285,16.735,191.341,434.206
24.015,11.64,192.827,10.226
9.915,10.793,192.849,254.54
11.405,13.83,192.606,818.367
14.255,19.515,189.667,19.233
13.585,13.762,189.083,309.543
11.293,4.77,192.7,620.783
12.062,6.32,193.586,473.973
12.278,6.763,193.849,314.158
12.608,7.432,194.278,477.065
12.948,8.093,194.448,403.185
15.692,22.12,190.347,2374.472
20.345,31.275,195.299,395.019
21.447,33.517,194.544,118.807
18.78,23.792,189.792,260.544
18.672,19.39,190.011,17.626
22.085,26.31,195.091,441.812
23.237,28.413,196.535,1126.643
23.94,29.712,196.983,1319.785
24.282,30.278,196.967,2092.589
18.175,18.3,189.873,143.159
21.862,25.648,193.776,357.561
23.735,29.31,193.862,521.68
21.652,20.783,189.88,564.713
21.742,16.795,191.213,167.261
26.727,26.405,196.258,743.197
27.685,28.235,195.254,589.706
25.162,18.71,190.741,661.159
24.76,13.415,190.385,23.506
21.96,25.755,194.993,591.036
21.245,19.965,190.046,224.23
21.15,15.52,192.297,21.883
24.93,23.105,196.814,400.943
25.995,24.97,196.837,179.825
27.247,27.463,194.879,910.171
25.078,18.523,190.566,339.826
24.393,12.553,191.788,10.461
19.458,20.75,190.217,221.235
23.23,28.275,194.078,627.755
24.333,30.517,193.25,363.64
22.078,21.58,189.096,531.665
22.372,18,190.85,226.005
27.428,27.895,195.644,753.954
28.49,29.922,194.619,3.201
26.255,20.823,190.302,523.385
25.885,15.495,190.444,10.826
6.04,7.392,192.118,574.538
7.043,9.39,193.181,505.497
7.453,10.278,193.373,283.684
8.075,11.595,193.664,334.005
8.93,13.332,193.264,841.345
10.205,15.858,192.691,101.06
12.625,20.605,190.019,3.207
11.967,14.942,189.826,448.558
9.89,6.392,192.868,587.584
6.368,8.043,192.051,533.163
7.475,10.27,193.249,529.455
7.902,11.17,193.466,212.914
8.42,12.258,193.769,275.259
8.92,13.278,193.679,694.422
10.195,15.802,193.213,522.191
12.735,20.81,190.421,1.485
11.545,14.02,189.358,198.235
9.698,5.902,192.306,540.91
20.732,23.095,193.832,295.917
22.823,27.3,192.414,999.596
20.46,18.19,190.018,106.819
23.717,20.428,196.464,275.095
25.295,23.323,195.301,655.383
26.657,26.038,192.895,263.349
23.96,16.098,190.295,184.291
23.38,10.345,192.861,2.873
18.965,19.733,191.292,249.684
22.933,27.663,194.564,532.802
24.032,29.913,193.427,244.749
21.582,20.57,189.82,395.318
21.267,15.742,191.122,29.174
24.79,22.885,195.78,2333.78
26.268,25.57,196.512,488.778
25.618,19.585,190.438,534.42
24.708,13.19,190.919,21.523
13.15,21.905,195.82,1.588
13.775,23.113,196.726,499.747
14.19,23.92,197.234,428.568
14.977,25.428,196.888,112.868
16.335,28.072,194.769,16.64
17.137,29.467,192.437,117.522
18.537,32.182,194.661,267.209
19.365,33.828,194.827,178.825
20.095,35.218,194.72,76.173
20.595,36.255,194.561,48.332
21.087,37.352,194.428,56.495
19.325,29.475,191.221,138.827
20.26,27.177,192.163,99.799
6.758,8.883,191.776,526.62
8.188,11.78,193.121,575.498
9.148,13.742,194.266,484.704
9.543,14.593,194.651,435.388
9.972,15.477,194.398,808.749
11.155,17.782,194.069,111.935
12.475,16,190.175,185.053
10.735,8.115,192.55,624.46
17.892,30.902,193.124,165.44
18.76,32.62,194.439,278.001
19.587,34.265,194.638,195.175
20.395,35.847,194.461,82.698
20.98,37.125,194.401,69.733
21.395,38.03,194.451,58.691
18.447,27.697,189.924,123.875
20.862,28.227,192.382,276.95
20.6,27.608,192.538,43.782
18.04,18.085,190.626,36.845
20.6,19.152,196.386,661.404
21.087,20.17,197.089,657.364
21.56,20.958,197.104,316.346
15.313,17.028,191.701,7.689
18.435,23.267,195.558,102.39
21.248,28.907,194.179,224.378
18.988,19.99,191.288,122.238
21.553,21,196.64,294.983
22.42,22.63,197.871,1194.352
23.058,23.685,198.046,851.949
6.518,-0.752,191.221,387.907
7.722,1.692,190.685,372.242
9.222,4.72,189.906,130.874
10.825,7.923,189.245,48.107
12.385,6.547,188.02,552.052
9.428,-3.772,193.155,481.708
10.067,-2.418,192.891,718.082
11.168,-0.198,191.985,496.96
12.467,2.402,190.996,255.034
3.715,2.705,192.864,689.787
4.145,3.595,192.873,722.626
5.028,5.377,192.75,1547.991
6.325,8.003,191.929,527.707
7.503,10.395,191.134,515.396
8.465,12.278,190.509,1780.304
9.69,10.232,187.538,543.444
7.068,0.573,193.195,552.664
7.94,2.365,192.774,507.611
10.178,6.573,190.719,433.373
11.905,10.088,191.903,739.921
13.71,13.738,192.291,470.485
15.995,13.9,189.407,228.638
13.807,5.13,192.192,574.525
14.69,6.91,193.013,553.322
15.375,8.215,193.596,352.89
15.797,9.058,193.904,271.35
16.39,10.378,193.747,715.971
15.982,18.47,193.664,1.072
19.885,17.742,195.822,40.268
20.387,18.78,196.379,29.591
16.035,27.195,193.581,52.548
17.65,30.37,195.828,355.293
18.61,32.248,196.299,529.725
19.428,33.787,195.704,156.895
19.82,34.622,195.167,121.339
18.455,27.62,192.379,188.422
19.178,24.89,193.211,68.431
9.625,14.695,192.319,77.927
11.783,19.095,194.777,39.509
12.548,20.615,195.447,4.356
13.08,21.613,195.939,6.959
13.71,22.817,196.692,567.634
14.885,25.157,195.679,482.335
16.542,28.52,193.041,77.343
15.165,21.392,190.428,34.055
13.308,13.292,192.169,76.698
14.378,15.437,193.672,221.251
13.34,13.12,192.483,31.463
15.483,17.358,193.607,143.571
18.235,22.758,191.578,7.318
19.765,25.895,189.263,2.464
16.902,15.802,188.69,79.088
17.535,12.67,194.445,123.832
18.045,13.793,194.817,36.219
13.672,13.81,192.657,43.183
17.343,21.068,191.267,11.962
16.918,15.835,189.236,225.576
16.887,11.438,193.971,81.123
17.508,12.71,194.47,105.983
18.312,14.477,194.777,32.318
17.337,21.008,194.512,126.151
18.078,22.41,195.293,204.781
21.292,28.823,192.049,256.639
18.445,18.712,189.253,147.506
17.335,12.093,191.893,21.074
20.273,18.215,195.751,132.031
21.17,20.175,196.542,208.716
21.375,20.582,196.811,242.993
8.32,12.005,193.139,170.572
8.943,13.322,193.78,251.865
9.57,14.578,194.337,713.516
10.438,16.298,194.127,800.852
11.408,18.22,193.792,15.738
11.808,14.51,189.639,144.494
10.218,7.01,191.722,653.543
11.545,9.668,193.154,412.577
4.587,4.5,192.391,317.052
5.355,6.052,192.959,514.337
5.925,7.165,192.973,595.181
6.885,9.128,193.084,519.962
8.15,11.753,192.285,951.646
9.79,14.92,191.369,93.634
10.273,11.432,188.99,597.671
8.477,3.5,193.012,656.267
9.248,5.05,193.031,619.463
13.75,22.938,196.081,58.656
14.375,24.152,196.848,193.56
15.125,25.62,197.177,1555.133
16.195,27.677,195.777,944.379
17.108,29.487,193.955,323.63
14.963,20.873,190.436,197.353
14.05,14.702,192.094,2.872
15.988,18.665,194.681,1.851
19.795,25.79,195.712,864.743
20.755,27.668,195.331,490.568
21.86,29.94,193.868,520.403
19.825,21.505,189.859,303.775
19.032,15.575,191.691,36.903
21.667,21.023,195.407,155.683
22.562,22.91,196.726,298.03
23.292,24.14,197.424,611.848
20.512,27.318,194.868,511.949
22.07,30.368,194.601,346.599
22.96,32.167,193.439,729.844
20.418,22.753,189.337,317.69
20.102,17.925,191.042,31.305
22.642,23.165,194.425,99.085
24.462,26.455,196.735,268.52
4.258,3.832,193.124,691.322
5.025,5.385,193.033,712.233
5.898,7.157,192.679,491.056
7.835,11.095,191.609,825.185
10.5,16.328,189.798,11.754
9.625,10.175,190.241,907.774
7.918,2.38,192.804,509.162
8.375,3.265,193.011,552.455
8.12,11.748,191.912,651.059
9.55,14.645,193.629,515.189
10.32,16.155,194.546,704.298
11.047,17.657,194.64,521
11.468,18.52,194.779,127.684
14.848,25.152,192.28,13.049
14.085,19.298,190.162,229.861
11.898,10.528,192.088,1205.15
8.835,13.195,191.853,456.742
10.562,16.71,194.161,806.909
11.407,18.445,195.244,1144.443
12.37,20.328,195.596,77.957
12.902,21.343,195.613,95.826
13.69,22.843,195.657,35.983
14.655,24.72,194.818,135.534
15.957,27.425,192.56,134.42
13.79,18.72,189.551,45.343
10.988,17.475,191.584,22.518
13.37,22.312,194.575,33.44
14.552,24.618,196.333,77.408
15.42,26.245,197.315,647.257
15.78,26.875,197.449,1157.751
16.818,28.915,196.362,1124.467
18.028,31.38,194.329,236.645
15.258,21.462,190.021,291.158
14.138,14.858,191.027,7.81
16.685,20.175,194.42,2.791
10.152,6.575,191.447,332.303
11.767,9.86,191.239,154.236
16.34,18.86,188.02,106.589
14.38,10.55,187.751,324.895
11.99,1.327,192.447,662.857
13.287,4.01,193.198,613.877
14.045,5.568,192.821,399.73
9.6,5.43,191.116,460.737
10.902,8.093,191.83,252.699
12.392,11.16,192.092,316.5
13.78,13.895,191.919,28.563
15.778,13.4,189.173,482.69
14.015,5.522,193.236,600.939
14.895,7.305,193.63,521.285
15.358,8.172,193.443,625.702
16.178,9.9,193.477,369.954
19.8,30.15,194.586,119.953
17.848,21.855,187.8,145.084
16.33,10.29,191.883,7.126
18.595,14.928,194.708,14.979
12.083,10.435,191.075,447.916
14.358,15.067,192.987,885.158
16.122,14.095,190.593,78.531
15.3,8.07,191.742,668.668
17.252,12.005,194.202,749.1
17.977,13.502,195.012,834.884
18.593,14.848,195.081,423.498
19.188,16.16,194.964,4.545
20.84,28.128,189.771,49.179
22.455,31.303,191.937,544.441
23.632,33.573,192.55,352.489
24.415,35.15,192.123,156.482
21.942,25.86,188.05,271.139
24.09,26.035,190.174,78.944
25.362,28.555,192.335,451.45
26.54,30.653,193.459,458.326
4.148,3.612,193.164,707.505
4.71,4.725,192.899,658.514
5.485,6.28,192.639,468.211
7.425,10.238,191.402,687.923
11.398,18.13,188.013,12.675
9.99,10.945,188.456,335.013
7.485,1.5,192.908,536.561
8.16,2.825,193.073,539.509
3.45,6.553,192.905,783.339
3.895,7.445,193.424,721.891
4.133,7.888,193.685,523.614
4.35,8.328,193.93,343.514
4.79,9.222,194.208,426.599
5.228,10.115,194.016,372.741
5.423,10.55,193.821,475.469
5.648,11.002,193.626,513.914
6.17,12.087,193.358,558.224
7.015,13.823,192.736,956.788
5.648,2.22,192.209,345.43
6.845,4.662,191.599,882.653
7.805,6.625,191.14,362.092
9.98,10.86,190.1,187.119
10.87,8.183,189.06,727.467
8.008,-1.91,193.74,501.54
8.53,-0.775,194.121,533.948
8.972,0.113,193.887,461.097
9.2,0.545,193.652,625.695
12.1,15.523,192.312,34.529
15.003,21.355,195.549,282.382
17.972,27.165,194.031,602.752
15.933,18.637,190.675,216.521
15.225,12.948,192.525,4.811
18.075,18.907,196.519,1.569
18.273,19.323,196.943,51.374
18.668,20.165,197.553,420.342
19.87,21.572,189.959,107.978
23.452,28.7,193.951,555.067
24.637,31.19,193.052,235.605
23.108,23.785,189.583,308.47
23.013,19.34,190.779,133.076
26.37,26.023,194.999,1194.331
27.835,28.685,195.167,508.404
28.777,30.51,194.307,84.758
26.208,20.772,189.975,416.694
25.492,14.807,189.184,13.249
13.11,7.778,190.405,109.484
15.695,12.955,191.068,65.091
18.402,18.385,188.786,88.756
18.528,14.258,189.41,960.381
16.67,6.157,192.552,727.425
17.525,7.87,192.803,549.53
19.17,11.31,192.734,508.149
22.05,16.992,189.56,25.739
20.817,9.715,188.686,184.365
18.607,0.69,192.14,726.867
14.288,15.203,190.916,11.998
19.157,24.855,195.675,80.095
18.848,19.878,189.917,284.035
17.938,13.733,191.807,4.505
21.795,21.742,197.216,26.981
22.525,22.972,197.361,151.204
11.89,14.335,192.113,2.664
14.79,20.175,194.77,60.124
16.49,23.528,195.265,1082.002
18.168,26.835,193.038,652.187
16,18.13,188.38,173.389
14.88,11.525,191.899,415.792
17.242,16.37,194.165,471.251
17.85,17.733,194.211,25.633
18.253,18.582,194.603,15.692
13.805,18.242,189.523,264.933
18.122,26.837,194.582,340.003
19.618,29.752,194.887,206.671
17.578,21.225,188.29,218.727
17.262,16.37,189.757,20.449
20.51,23.127,194.204,75.62
21.827,25.62,195.379,339.582
22.36,26.447,195.362,208.207
22.567,26.92,195.324,264.227
9.178,9.008,191.823,629.567
11.67,14.043,193.075,378.998
15.905,22.415,190.462,167.559
14.142,14.552,187.846,108.542
12.182,6.217,191.637,872.34
13.725,9.335,192.583,196.796
14.3,10.42,192.633,220.674
14.498,10.828,192.789,135.4
14.678,11.233,193,169.158
10.33,11.375,191.565,374.505
12.823,16.41,194.106,372.558
14.2,19.16,193.769,145.898
14.8,15.902,190.152,105.625
14.178,10.317,192.415,1308.817
15.915,13.805,193.698,449.461
16.338,14.67,193.752,701.898
16.538,15.145,193.783,250.952
16.738,15.6,193.799,98.668
10.848,12.45,191.972,612.44
13.655,18.098,194.64,573.748
15.418,17.125,188.388,60.755
13.785,9.46,191.515,540.467
16.035,14.082,193.686,496.479
16.758,15.602,193.901,273.841
16.958,16.057,193.932,106.394
17.152,16.505,194.012,32.725
13.785,14.098,191.245,6.029
16.593,19.745,194.314,222.849
17.67,21.88,195.05,72.731
18.24,18.602,189.656,106.993
17.227,12.21,192.033,13.21
19.985,17.912,195.738,144.967
20.785,19.645,196.453,30.983
21.61,21.072,196.713,100.246
13.933,14.335,191.575,5.367
16.525,19.58,194.147,9.877
17.727,21.845,194.884,73.468
18.152,18.36,189.709,59.836
17.242,12.215,192.422,116.091
19.79,17.48,195.854,147.14
20.375,18.733,196.158,20.166
21.153,20.143,196.511,49.211
17.008,24.598,194.064,174.019
18.21,26.863,194.979,451.22
19.74,30,194.278,220.889
18.42,23.045,188.278,217.912
17.197,16.197,190.489,21.209
19.495,20.965,193.666,458.212
20.868,23.718,195.068,157.452
21.452,24.738,195.334,309.281
21.71,25.18,195.346,337.443
12.948,16.81,191.244,13.417
15.755,22.458,194.635,18.561
17.238,25.358,194.873,60.239
16.942,20.415,188.808,195.751
15.95,14.01,191.107,26.533
18.498,19.275,194.077,30.945
19.282,21.003,194.709,115.83
19.587,21.625,194.996,104.319
19.792,22.032,195.208,54.345
13.125,17.118,190.039,5.854
16.375,23.582,194.388,37.78
18.31,27.402,194.906,92.769
19.53,29.862,193.29,42.968
17.488,21.407,189.074,443.561
17.19,16.582,191.172,18.623
19.73,21.823,194.108,18.782
20.322,23.067,195.07,93.034
20.89,24.052,195.414,164.143
21.165,24.438,195.413,301.371
7.837,10.98,188.401,419.668
5.65,2.21,192.167,384.538
6.978,4.867,191.626,657.44
8.648,8.355,190.697,353.557
9.823,1.177,190.178,165.859
15.065,11.92,186.537,72.721
7.352,10.012,190.05,312.34
5.877,2.655,192.382,437.35
